id,dataset,label_type,superfamily,class,architecture,topology,homologous_superfamily,length
3g3sA01,CATH20,superfamily,3.40.630.110,3,40,630,110,116
3g3zA02,CATH20,superfamily,1.10.10.10,1,10,10,10,64
3g3zA03,CATH20,superfamily,6.10.250.820,6,10,250,820,53
3g4nA01,CATH20,superfamily,3.10.40.10,3,10,40,10,90
3g50C00,CATH20,superfamily,1.20.120.400,1,20,120,400,117
3g5lB00,CATH20,superfamily,3.40.50.150,3,40,50,150,226
3g5oA02,CATH20,superfamily,1.10.1220.170,1,10,1220,170,60
3g5sA01,CATH20,superfamily,3.50.50.60,3,50,50,60,287
3g5tA00,CATH20,superfamily,3.40.50.150,3,40,50,150,299
3g6bA00,CATH20,superfamily,1.10.287.950,1,10,287,950,213
3g6oA01,CATH20,superfamily,3.30.450.40,3,30,450,40,226
3g74A00,CATH20,superfamily,2.60.480.10,2,60,480,10,100
3g7dA01,CATH20,superfamily,1.10.260.40,1,10,260,40,103
3g7gH00,CATH20,superfamily,2.40.160.20,2,40,160,20,158
3g7mA00,CATH20,superfamily,2.60.110.10,2,60,110,10,151
3g7nB00,CATH20,superfamily,3.40.50.1820,3,40,50,1820,258
3g7pA00,CATH20,superfamily,1.10.3100.20,1,10,3100,20,156
3g7qA01,CATH20,superfamily,3.90.1150.10,3,90,1150,10,176
3g7qA02,CATH20,superfamily,3.40.640.10,3,40,640,10,233
3g7uA01,CATH20,superfamily,3.40.50.150,3,40,50,150,198
3g80A00,CATH20,superfamily,1.10.287.1060,1,10,287,1060,74
3g8qB03,CATH20,superfamily,3.30.2300.10,3,30,2300,10,85
3g8rA02,CATH20,superfamily,3.90.1210.10,3,90,1210,10,90
3g8wB00,CATH20,superfamily,3.40.630.30,3,40,630,30,169
3g8yA00,CATH20,superfamily,3.40.50.1820,3,40,50,1820,391
3g9gA00,CATH20,superfamily,1.20.1270.60,1,20,1270,60,264
3ga4A00,CATH20,superfamily,3.40.30.10,3,40,30,10,178
3ganA00,CATH20,superfamily,1.20.120.690,1,20,120,690,121
3gaxA00,CATH20,superfamily,3.10.450.10,3,10,450,10,120
3gb5A00,CATH20,superfamily,3.40.109.10,3,40,109,10,224
3gb8B00,CATH20,superfamily,3.30.470.30,3,30,470,30,295
3gd0A01,CATH20,superfamily,2.60.110.10,2,60,110,10,252
3gd0A02,CATH20,superfamily,3.30.920.50,3,30,920,50,115
3gdcA02,CATH20,superfamily,2.60.40.420,2,60,40,420,130
3gdhA00,CATH20,superfamily,3.40.50.150,3,40,50,150,220
3gdiA01,CATH20,superfamily,3.30.450.20,3,30,450,20,151
3gdwB00,CATH20,superfamily,3.40.50.510,3,40,50,510,139
3geeA02,CATH20,superfamily,1.20.120.430,1,20,120,430,168
3getA01,CATH20,superfamily,3.40.640.10,3,40,640,10,228
3getA02,CATH20,superfamily,3.90.1150.10,3,90,1150,10,94
3gf3A02,CATH20,superfamily,3.90.226.10,3,90,226,10,231
3gf3A03,CATH20,superfamily,3.90.226.10,3,90,226,10,297
3gf6A00,CATH20,superfamily,2.60.120.750,2,60,120,750,224
3gf8A02,CATH20,superfamily,2.60.40.2090,2,60,40,2090,126
3gffA00,CATH20,superfamily,3.40.50.1820,3,40,50,1820,331
3ggdA00,CATH20,superfamily,3.40.50.150,3,40,50,150,245
3ggmA00,CATH20,superfamily,2.30.40.10,2,30,40,10,81
3gh1A02,CATH20,superfamily,3.40.50.450,3,40,50,450,330
3ghfA00,CATH20,superfamily,3.30.70.260,3,30,70,260,120
3ghgB01,CATH20,superfamily,1.20.5.50,1,20,5,50,139
3ghgB02,CATH20,superfamily,3.90.215.10,3,90,215,10,265
3ghmA03,CATH20,superfamily,2.60.120.830,2,60,120,830,154
3gi8C00,CATH20,superfamily,1.20.1740.10,1,20,1740,10,444
3girA02,CATH20,superfamily,3.30.70.1400,3,30,70,1400,86
3gitB03,CATH20,superfamily,3.40.1470.10,3,40,1470,10,146
3giwA00,CATH20,superfamily,3.40.50.150,3,40,50,150,277
3gjbA00,CATH20,superfamily,2.60.120.620,2,60,120,620,275
3gjyA00,CATH20,superfamily,3.40.50.150,3,40,50,150,279
3gk6A00,CATH20,superfamily,3.20.80.10,3,20,80,10,170
3gk7A01,CATH20,superfamily,3.40.1080.10,3,40,1080,10,184
3gk7A03,CATH20,superfamily,3.40.1080.20,3,40,1080,20,159
3gkeA02,CATH20,superfamily,3.90.380.10,3,90,380,10,218
3gkqA02,CATH20,superfamily,2.20.25.680,2,20,25,680,58
3gkqA03,CATH20,superfamily,2.20.25.10,2,20,25,10,55
3gkuA01,CATH20,superfamily,3.30.30.80,3,30,30,80,55
3gkuA03,CATH20,superfamily,3.30.1370.50,3,30,1370,50,85
3gl5A01,CATH20,superfamily,3.40.30.10,3,40,30,10,212
3gldA02,CATH20,superfamily,2.60.40.1140,2,60,40,1140,137
3glgG03,CATH20,superfamily,1.20.272.10,1,20,272,10,129
3glkA03,CATH20,superfamily,3.30.1490.20,3,30,1490,20,63
3glvA00,CATH20,superfamily,3.40.50.620,3,40,50,620,122
3gm8A03,CATH20,superfamily,3.20.20.80,3,20,20,80,340
3gm8A04,CATH20,superfamily,2.60.40.10,2,60,40,10,78
3gmfA02,CATH20,superfamily,1.10.40.110,1,10,40,110,103
3gmiA01,CATH20,superfamily,1.20.58.620,1,20,58,620,138
3gmiA02,CATH20,superfamily,3.40.50.620,3,40,50,620,219
3gmsA01,CATH20,superfamily,3.90.180.10,3,90,180,10,214
3gn3A00,CATH20,superfamily,3.40.30.10,3,40,30,10,182
3gn5B02,CATH20,superfamily,1.10.260.40,1,10,260,40,65
3gnaA00,CATH20,superfamily,6.10.140.510,6,10,140,510,76
3gnfB05,CATH20,superfamily,2.30.30.550,2,30,30,550,55
3gniB01,CATH20,superfamily,3.30.200.20,3,30,200,20,89
3gnlB02,CATH20,superfamily,1.10.287.1890,1,10,287,1890,76
3go5A01,CATH20,superfamily,2.40.50.330,2,40,50,330,71
3go9A02,CATH20,superfamily,3.30.830.10,3,30,830,10,217
3godB02,CATH20,superfamily,1.20.120.920,1,20,120,920,211
3goqA01,CATH20,superfamily,3.40.50.1400,3,40,50,1400,168
3goxA01,CATH20,superfamily,2.30.30.140,2,30,30,140,51
3gp6A00,CATH20,superfamily,2.40.160.20,2,40,160,20,163
3gp7A02,CATH20,superfamily,2.40.50.110,2,40,50,110,90
3gpiA00,CATH20,superfamily,3.40.50.720,3,40,50,720,286
3gq8A01,CATH20,superfamily,2.160.20.10,2,160,20,10,469
3gqcA02,CATH20,superfamily,3.40.1170.60,3,40,1170,60,65
3gqcC01,CATH20,superfamily,3.30.70.270,3,30,70,270,171
3gqnA03,CATH20,superfamily,2.40.300.10,2,40,300,10,124
3gquA00,CATH20,superfamily,1.10.246.90,1,10,246,90,133
3gqvA02,CATH20,superfamily,3.40.50.720,3,40,50,720,193
3graA00,CATH20,superfamily,3.40.50.880,3,40,50,880,202
3grhA00,CATH20,superfamily,2.160.20.10,2,160,20,10,404
3gs3A00,CATH20,superfamily,1.25.10.10,1,25,10,10,257
3gseA00,CATH20,superfamily,3.60.120.10,3,60,120,10,458
3gtyX01,CATH20,superfamily,3.30.70.1050,3,30,70,1050,125
3gtyX02,CATH20,superfamily,3.10.50.30,3,10,50,30,84
3gu3A01,CATH20,superfamily,3.40.50.150,3,40,50,150,175
3guwA00,CATH20,superfamily,3.20.20.140,3,20,20,140,261
3gv0A01,CATH20,superfamily,3.40.50.2300,3,40,50,2300,142
3gv0A02,CATH20,superfamily,3.40.50.2300,3,40,50,2300,146
3gvdA02,CATH20,superfamily,2.160.10.10,2,160,10,10,129
3gvxB01,CATH20,superfamily,3.40.50.720,3,40,50,720,113
3gvzA00,CATH20,superfamily,3.60.60.10,3,60,60,10,274
3gw4A00,CATH20,superfamily,1.25.40.10,1,25,40,10,203
3gw6A02,CATH20,superfamily,1.20.5.1240,1,20,5,1240,52
3gw6A03,CATH20,superfamily,3.30.2460.10,3,30,2460,10,59
3gw6D02,CATH20,superfamily,1.10.10.10,1,10,10,10,168
3gw6F01,CATH20,superfamily,4.10.1090.10,4,10,1090,10,93
3gw7A00,CATH20,superfamily,1.10.3210.50,1,10,3210,50,239
3gwaA02,CATH20,superfamily,3.40.47.10,3,40,47,10,161
3gwcB03,CATH20,superfamily,6.10.140.440,6,10,140,440,52
3gwkE00,CATH20,superfamily,1.10.287.1060,1,10,287,1060,98
3gwpA01,CATH20,superfamily,3.90.1150.60,3,90,1150,60,210
3gwpA02,CATH20,superfamily,3.40.640.10,3,40,640,10,217
3gwqA01,CATH20,superfamily,2.40.37.20,2,40,37,20,193
3gxhA00,CATH20,superfamily,3.90.190.10,3,90,190,10,157
3gxqA00,CATH20,superfamily,1.10.1220.10,1,10,1220,10,54
3gxvB00,CATH20,superfamily,1.10.860.10,1,10,860,10,123
3gycA00,CATH20,superfamily,3.20.20.80,3,20,20,80,393
3gygC01,CATH20,superfamily,3.40.50.1000,3,40,50,1000,203
3gygC02,CATH20,superfamily,3.30.70.1410,3,30,70,1410,86
3gyoA01,CATH20,superfamily,2.30.29.120,2,30,29,120,142
3gyrA02,CATH20,superfamily,2.60.40.420,2,60,40,420,204
3gyxA02,CATH20,superfamily,3.90.700.10,3,90,700,10,131
3gyxB02,CATH20,superfamily,6.20.260.10,6,20,260,10,100
3gz5B02,CATH20,superfamily,1.10.10.10,1,10,10,10,78
3gz8C01,CATH20,superfamily,3.90.79.10,3,90,79,10,140
3gzbA00,CATH20,superfamily,3.10.450.50,3,10,450,50,154
3gzdA01,CATH20,superfamily,3.90.1150.10,3,90,1150,10,119
3gzdA02,CATH20,superfamily,1.10.260.50,1,10,260,50,90
3gzdA03,CATH20,superfamily,3.40.640.10,3,40,640,10,206
3gzfD00,CATH20,superfamily,1.10.150.420,1,10,150,420,96
3gziA00,CATH20,superfamily,1.10.357.10,1,10,357,10,218
3h04A00,CATH20,superfamily,3.40.50.1820,3,40,50,1820,275
3h09A04,CATH20,superfamily,4.10.1240.40,4,10,1240,40,72
3h09B02,CATH20,superfamily,2.160.20.20,2,160,20,20,490
3h0dA01,CATH20,superfamily,3.30.56.130,3,30,56,130,71
3h0gA03,CATH20,superfamily,3.30.1490.180,3,30,1490,180,63
3h0gC01,CATH20,superfamily,3.30.1360.10,3,30,1360,10,138
3h0gE01,CATH20,superfamily,3.40.1340.10,3,40,1340,10,137
3h0gI02,CATH20,superfamily,2.20.25.10,2,20,25,10,67
3h0gK00,CATH20,superfamily,3.30.1360.10,3,30,1360,10,123
3h11A00,CATH20,superfamily,3.40.50.1460,3,40,50,1460,212
3h1nB01,CATH20,superfamily,3.40.30.10,3,40,30,10,132
3h1tA01,CATH20,superfamily,3.90.1570.30,3,90,1570,30,137
3h20A01,CATH20,superfamily,3.30.1490.240,3,30,1490,240,70
3h20A02,CATH20,superfamily,3.30.70.1790,3,30,70,1790,107
3h20A04,CATH20,superfamily,1.10.1240.50,1,10,1240,50,91
3h27A00,CATH20,superfamily,3.50.50.100,3,50,50,100,430
3h2bB00,CATH20,superfamily,3.40.50.150,3,40,50,150,203
3h2gA01,CATH20,superfamily,3.40.50.1820,3,40,50,1820,289
3h2sA00,CATH20,superfamily,3.40.50.720,3,40,50,720,223
3h35C00,CATH20,superfamily,3.30.110.190,3,30,110,190,150
3h36A00,CATH20,superfamily,1.10.10.400,1,10,10,400,93
3h38A02,CATH20,superfamily,1.10.3090.10,1,10,3090,10,265
3h3aA04,CATH20,superfamily,1.10.246.80,1,10,246,80,50
3h3iA00,CATH20,superfamily,2.40.128.220,2,40,128,220,150
3h3mB00,CATH20,superfamily,1.20.58.380,1,20,58,380,88
3h3zA02,CATH20,superfamily,1.10.10.10,1,10,10,10,97
3h4cA01,CATH20,superfamily,1.10.472.10,1,10,472,10,104
3h4cA02,CATH20,superfamily,1.10.472.110,1,10,472,110,123
3h4jA03,CATH20,superfamily,1.10.8.10,1,10,8,10,61
3h4rA00,CATH20,superfamily,3.90.320.10,3,90,320,10,231
3h4xA00,CATH20,superfamily,3.20.20.190,3,20,20,190,315
3h5jA00,CATH20,superfamily,3.20.19.10,3,20,19,10,171
3h5lA01,CATH20,superfamily,3.40.50.2300,3,40,50,2300,244
3h5lA02,CATH20,superfamily,3.40.50.2300,3,40,50,2300,175
3h5nC01,CATH20,superfamily,3.90.930.70,3,90,930,70,93
3h5tA02,CATH20,superfamily,3.40.50.2300,3,40,50,2300,133
3h6eA03,CATH20,superfamily,3.30.420.40,3,30,420,40,252
3h6f200,CATH20,superfamily,3.60.20.10,3,60,20,10,222
3h6pC00,CATH20,superfamily,1.10.287.1060,1,10,287,1060,56
3h6qA00,CATH20,superfamily,2.80.10.50,2,80,10,50,169
3h6sE00,CATH20,superfamily,2.80.10.50,2,80,10,50,152
3h75A01,CATH20,superfamily,3.40.50.2300,3,40,50,2300,211
3h7fA01,CATH20,superfamily,3.90.1150.10,3,90,1150,10,186
3h7lB02,CATH20,superfamily,1.50.10.10,1,50,10,10,492
3h7tA02,CATH20,superfamily,2.40.10.10,2,40,10,10,111
3h7xA00,CATH20,superfamily,1.20.5.2280,1,20,5,2280,64
3h8lA02,CATH20,superfamily,3.50.50.60,3,50,50,60,151
3h8rA00,CATH20,superfamily,2.60.120.590,2,60,120,590,209
3h8sA01,CATH20,superfamily,3.40.50.1010,3,40,50,1010,228
3h90A02,CATH20,superfamily,3.30.70.1350,3,30,70,1350,84
3h9mA00,CATH20,superfamily,3.60.120.10,3,60,120,10,436
3h9pA00,CATH20,superfamily,1.10.4200.10,1,10,4200,10,249
3h9wA00,CATH20,superfamily,3.30.450.20,3,30,450,20,115
3ha2A00,CATH20,superfamily,3.40.50.360,3,40,50,360,176
3ha4B00,CATH20,superfamily,1.20.58.690,1,20,58,690,131
3ha9A00,CATH20,superfamily,3.40.30.10,3,40,30,10,165
3hagA02,CATH20,superfamily,2.40.30.190,2,40,30,190,141
3haxC00,CATH20,superfamily,2.20.28.40,2,20,28,40,60
3hb0D00,CATH20,superfamily,3.40.50.12350,3,40,50,12350,274
3hb3B02,CATH20,superfamily,1.10.287.90,1,10,287,90,81
3hbmA02,CATH20,superfamily,3.40.50.2000,3,40,50,2000,141
3hbvP01,CATH20,superfamily,3.40.390.10,3,40,390,10,138
3hbzA02,CATH20,superfamily,2.60.120.890,2,60,120,890,248
3hc7A02,CATH20,superfamily,1.10.10.1120,1,10,10,1120,62
3hctA00,CATH20,superfamily,3.30.40.10,3,30,40,10,118
3hczA00,CATH20,superfamily,3.40.30.10,3,40,30,10,148
3hd6A00,CATH20,superfamily,1.10.3430.10,1,10,3430,10,448
3hd8C01,CATH20,superfamily,2.40.70.10,2,40,70,10,182
3hd8C02,CATH20,superfamily,2.40.70.10,2,40,70,10,207
3hdjA01,CATH20,superfamily,3.30.1780.10,3,30,1780,10,142
3hdjA02,CATH20,superfamily,3.40.50.720,3,40,50,720,171
3hduA00,CATH20,superfamily,3.10.129.10,3,10,129,10,157
3hdxA00,CATH20,superfamily,1.25.40.390,1,25,40,390,478
3he4A00,CATH20,superfamily,1.20.5.170,1,20,5,170,56
3hfdA02,CATH20,superfamily,3.30.1120.90,3,30,1120,90,189
3hfnA00,CATH20,superfamily,2.30.30.100,2,30,30,100,72
3hftA00,CATH20,superfamily,3.20.20.370,3,20,20,370,257
3hg9A01,CATH20,superfamily,3.30.1300.90,3,30,1300,90,85
3hgtA00,CATH20,superfamily,3.40.50.12360,3,40,50,12360,307
3hh0A02,CATH20,superfamily,6.10.250.360,6,10,250,360,72
3hh1A00,CATH20,superfamily,3.40.1010.10,3,40,1010,10,117
3hh2D01,CATH20,superfamily,3.90.290.10,3,90,290,10,96
3hheA02,CATH20,superfamily,3.30.70.260,3,30,70,260,78
3hhoA02,CATH20,superfamily,1.20.1280.20,1,20,1280,20,92
3hhsA01,CATH20,superfamily,1.20.1370.10,1,20,1370,10,146
3hhsA02,CATH20,superfamily,1.10.1280.10,1,10,1280,10,276
3hhwK02,CATH20,superfamily,1.10.3610.10,1,10,3610,10,200
3hhyA01,CATH20,superfamily,6.10.10.40,6,10,10,40,71
3hi0A03,CATH20,superfamily,1.10.3210.10,1,10,3210,10,201
3hi7B02,CATH20,superfamily,3.10.450.40,3,10,450,40,142
3hibA01,CATH20,superfamily,1.10.3380.10,1,10,3380,10,123
3hinA02,CATH20,superfamily,1.10.12.10,1,10,12,10,64
3hisA02,CATH20,superfamily,4.10.470.10,4,10,470,10,83
3hj1A01,CATH20,superfamily,1.10.1410.10,1,10,1410,10,256
3hj6A01,CATH20,superfamily,3.40.1190.30,3,40,1190,30,187
3hjeA01,CATH20,superfamily,3.20.20.80,3,20,20,80,295
3hjeA02,CATH20,superfamily,3.30.1590.10,3,30,1590,10,115
3hjhA01,CATH20,superfamily,3.40.50.11180,3,40,50,11180,267
3hjhA03,CATH20,superfamily,3.40.50.11140,3,40,50,11140,97
3hk0B02,CATH20,superfamily,2.30.29.30,2,30,29,30,163
3hk4A00,CATH20,superfamily,3.10.450.50,3,10,450,50,118
3hkzG00,CATH20,superfamily,2.40.50.140,2,40,50,140,132
3hl1A02,CATH20,superfamily,6.10.140.1530,6,10,140,1530,65
3hl1B01,CATH20,superfamily,1.20.1260.10,1,20,1260,10,250
3hl6A02,CATH20,superfamily,1.20.58.700,1,20,58,700,150
3hl8A03,CATH20,superfamily,1.20.1280.70,1,20,1280,70,62
3hlkB02,CATH20,superfamily,3.40.50.1820,3,40,50,1820,280
3hluA00,CATH20,superfamily,3.30.70.120,3,30,70,120,78
3hm6X01,CATH20,superfamily,1.10.506.10,1,10,506,10,405
3hmbB00,CATH20,superfamily,3.40.80.10,3,40,80,10,157
3hn0A01,CATH20,superfamily,3.40.190.10,3,40,190,10,185
3hn0A02,CATH20,superfamily,3.40.190.10,3,40,190,10,98
3hn5A02,CATH20,superfamily,2.60.40.2060,2,60,40,2060,115
3hn7A02,CATH20,superfamily,3.40.1190.10,3,40,1190,10,267
3hn8A02,CATH20,superfamily,2.60.40.150,2,60,40,150,159
3hnoA01,CATH20,superfamily,3.40.50.450,3,40,50,450,230
3hnwA00,CATH20,superfamily,6.10.250.790,6,10,250,790,138
3ho7A02,CATH20,superfamily,3.40.190.10,3,40,190,10,102
3hoiA00,CATH20,superfamily,3.40.109.10,3,40,109,10,193
3hp7A01,CATH20,superfamily,3.10.290.10,3,10,290,10,67
3hp7A02,CATH20,superfamily,3.40.50.150,3,40,50,150,224
3hpxA01,CATH20,superfamily,3.20.20.70,3,20,20,70,298
3hqcA00,CATH20,superfamily,2.30.29.30,2,30,29,30,157
3hqiA01,CATH20,superfamily,2.60.210.10,2,60,210,10,142
3hr0B01,CATH20,superfamily,1.10.287.1060,1,10,287,1060,93
3hr6A03,CATH20,superfamily,2.60.40.10,2,60,40,10,133
3hrdC02,CATH20,superfamily,3.30.390.50,3,30,390,50,118
3hrgA01,CATH20,superfamily,3.30.420.250,3,30,420,250,143
3hrnA00,CATH20,superfamily,1.20.5.340,1,20,5,340,64
3hrpA02,CATH20,superfamily,2.120.10.30,2,120,10,30,304
3hruB01,CATH20,superfamily,1.10.10.10,1,10,10,10,138
3hrzA01,CATH20,superfamily,2.60.40.1930,2,60,40,1930,136
3hrzA02,CATH20,superfamily,2.60.40.1930,2,60,40,1930,95
3hrzA04,CATH20,superfamily,2.60.40.10,2,60,40,10,101
3hrzB01,CATH20,superfamily,2.20.130.20,2,20,130,20,80
3hrzB02,CATH20,superfamily,2.60.40.10,2,60,40,10,105
3hrzC01,CATH20,superfamily,2.20.210.20,2,20,210,20,57
3hshE00,CATH20,superfamily,3.40.1620.70,3,40,1620,70,56
3hsiA01,CATH20,superfamily,3.30.870.10,3,30,870,10,246
3hsiA02,CATH20,superfamily,3.30.870.10,3,30,870,10,212
3htaC00,CATH20,superfamily,1.10.357.10,1,10,357,10,217
3htkB00,CATH20,superfamily,1.20.5.110,1,20,5,110,73
3htrB00,CATH20,superfamily,2.30.30.240,2,30,30,240,95
3htxD03,CATH20,superfamily,3.40.50.150,3,40,50,150,250
3hu1A01,CATH20,superfamily,2.40.40.20,2,40,40,20,107
3hufB02,CATH20,superfamily,3.40.50.10190,3,40,50,10190,101
3hufB03,CATH20,superfamily,3.40.50.11080,3,40,50,11080,108
3hugD00,CATH20,superfamily,1.10.10.1320,1,10,10,1320,62
3hulA02,CATH20,superfamily,3.30.70.890,3,30,70,890,129
3hunA01,CATH20,superfamily,3.40.710.10,3,40,710,10,290
3hv2A00,CATH20,superfamily,3.40.50.2300,3,40,50,2300,153
3hveB02,CATH20,superfamily,1.25.40.420,1,25,40,420,126
3hvwA00,CATH20,superfamily,3.30.70.270,3,30,70,270,176
3hvzA00,CATH20,superfamily,3.10.20.30,3,10,20,30,78
3hwcA01,CATH20,superfamily,1.10.3140.10,1,10,3140,10,147
3hwsA02,CATH20,superfamily,1.10.8.60,1,10,8,60,109
3hwsC01,CATH20,superfamily,3.40.50.300,3,40,50,300,254
3hwuA00,CATH20,superfamily,3.30.1330.80,3,30,1330,80,147
3hxlA04,CATH20,superfamily,3.30.1370.220,3,30,1370,220,79
3hxlA05,CATH20,superfamily,3.30.360.90,3,30,360,90,82
3hy3A00,CATH20,superfamily,3.40.50.10420,3,40,50,10420,203
3hyiA01,CATH20,superfamily,3.10.28.10,3,10,28,10,201
3hykA00,CATH20,superfamily,3.90.470.20,3,90,470,20,122
3hymL00,CATH20,superfamily,1.25.40.10,1,25,40,10,311
3hzhB00,CATH20,superfamily,3.40.1550.10,3,40,1550,10,172
3hzpA00,CATH20,superfamily,3.10.450.50,3,10,450,50,129
3hzrA01,CATH20,superfamily,3.40.50.620,3,40,50,620,275
3i01A03,CATH20,superfamily,3.40.50.2030,3,40,50,2030,228
3i05B02,CATH20,superfamily,1.10.240.10,1,10,240,10,117
3i07B01,CATH20,superfamily,2.20.25.10,2,20,25,10,51
3i08A02,CATH20,superfamily,4.10.470.20,4,10,470,20,96
3i0pA01,CATH20,superfamily,1.10.1530.10,1,10,1530,10,112
3i0wA03,CATH20,superfamily,1.10.1670.10,1,10,1670,10,56
3i10A00,CATH20,superfamily,3.20.20.190,3,20,20,190,278
3i12A02,CATH20,superfamily,3.30.470.20,3,30,470,20,166
3i1aA01,CATH20,superfamily,3.30.200.20,3,30,200,20,105
3i2bG00,CATH20,superfamily,3.30.479.10,3,30,479,10,141
3i2dA01,CATH20,superfamily,2.60.120.780,2,60,120,780,155
3i2nA00,CATH20,superfamily,2.130.10.10,2,130,10,10,357
3i2vA00,CATH20,superfamily,3.40.250.10,3,40,250,10,127
3i3nA02,CATH20,superfamily,1.25.40.420,1,25,40,420,106
3i3vA02,CATH20,superfamily,3.40.190.10,3,40,190,10,229
3i3vB01,CATH20,superfamily,3.40.190.10,3,40,190,10,176
3i4hX01,CATH20,superfamily,3.30.70.1890,3,30,70,1890,133
3i4hX02,CATH20,superfamily,3.30.70.1900,3,30,70,1900,115
3i4sA00,CATH20,superfamily,3.30.428.10,3,30,428,10,149
3i4tA02,CATH20,superfamily,3.30.950.10,3,30,950,10,160
3i4uA01,CATH20,superfamily,1.20.120.1080,1,20,120,1080,110
3i53A02,CATH20,superfamily,1.10.287.1350,1,10,287,1350,71
3i5dA02,CATH20,superfamily,2.60.490.10,2,60,490,10,274
3i5gB02,CATH20,superfamily,1.10.238.10,1,10,238,10,69
3i5pA01,CATH20,superfamily,1.25.40.450,1,25,40,450,169
3i5qA01,CATH20,superfamily,1.20.120.1050,1,20,120,1050,171
3i5qA02,CATH20,superfamily,1.10.167.20,1,10,167,20,81
3i5vC00,CATH20,superfamily,3.60.10.10,3,60,10,10,285
3i5xA02,CATH20,superfamily,3.40.50.300,3,40,50,300,260
3i6pA00,CATH20,superfamily,3.30.70.1710,3,30,70,1710,105
3i6sA03,CATH20,superfamily,3.50.30.30,3,50,30,30,130
3i6uA01,CATH20,superfamily,2.60.200.20,2,60,200,20,125
3i6vA02,CATH20,superfamily,3.40.190.10,3,40,190,10,84
3i87A02,CATH20,superfamily,3.30.70.1710,3,30,70,1710,104
3i96A00,CATH20,superfamily,3.30.70.1710,3,30,70,1710,119
3i99A03,CATH20,superfamily,3.90.78.10,3,90,78,10,126
3i9sA00,CATH20,superfamily,3.40.630.30,3,40,630,30,161
3i9v700,CATH20,superfamily,3.30.920.80,3,30,920,80,129
3i9wA00,CATH20,superfamily,1.20.58.920,1,20,58,920,274
3ia8A00,CATH20,superfamily,2.40.128.20,2,40,128,20,163
3iabB01,CATH20,superfamily,3.30.110.20,3,30,110,20,132
3ialA03,CATH20,superfamily,3.30.110.30,3,30,110,30,78
3iam400,CATH20,superfamily,1.10.645.10,1,10,645,10,385
3iauA01,CATH20,superfamily,3.40.50.1100,3,40,50,1100,258
3iayA01,CATH20,superfamily,2.40.50.730,2,40,50,730,98
3ib6C00,CATH20,superfamily,3.40.50.1000,3,40,50,1000,189
3ibjA01,CATH20,superfamily,3.30.450.40,3,30,450,40,177
3ibyB01,CATH20,superfamily,3.40.50.300,3,40,50,300,172
3ic3A01,CATH20,superfamily,3.30.2370.10,3,30,2370,10,64
3ic8A01,CATH20,superfamily,3.40.30.110,3,40,30,110,178
3ic8C02,CATH20,superfamily,1.20.1050.10,1,20,1050,10,97
3ic9A04,CATH20,superfamily,3.30.390.30,3,30,390,30,126
3icjA03,CATH20,superfamily,3.10.310.70,3,10,310,70,102
3icsA01,CATH20,superfamily,3.50.50.60,3,50,50,60,195
3icuA01,CATH20,superfamily,3.50.30.30,3,50,30,30,161
3icvA00,CATH20,superfamily,3.40.50.1820,3,40,50,1820,299
3id1A00,CATH20,superfamily,2.30.42.10,2,30,42,10,95
3id6A02,CATH20,superfamily,1.10.287.4070,1,10,287,4070,161
3idaA02,CATH20,superfamily,1.10.3020.10,1,10,3020,10,95
3ideA02,CATH20,superfamily,2.60.120.660,2,60,120,660,143
3iefA02,CATH20,superfamily,1.10.1270.20,1,10,1270,20,65
3iegA00,CATH20,superfamily,1.25.40.10,1,25,40,10,359
3iehA00,CATH20,superfamily,3.40.630.10,3,40,630,10,276
3ieyA02,CATH20,superfamily,3.40.1350.10,3,40,1350,10,100
3ieyB00,CATH20,superfamily,3.40.1350.150,3,40,1350,150,153
3if2A00,CATH20,superfamily,3.40.640.10,3,40,640,10,444
3if4A01,CATH20,superfamily,2.20.20.40,2,20,20,40,50
3if8A02,CATH20,superfamily,2.20.25.230,2,20,25,230,78
3if8B01,CATH20,superfamily,1.10.287.1880,1,10,287,1880,64
3if8B02,CATH20,superfamily,1.20.58.730,1,20,58,730,100
3ifcA02,CATH20,superfamily,3.40.190.80,3,40,190,80,135
3ifeA01,CATH20,superfamily,3.40.630.10,3,40,630,10,305
3ifqC00,CATH20,superfamily,4.10.900.10,4,10,900,10,107
3ifsA02,CATH20,superfamily,3.40.50.10490,3,40,50,10490,188
3ifuA01,CATH20,superfamily,4.10.80.390,4,10,80,390,51
3ig5A02,CATH20,superfamily,3.30.590.50,3,30,590,50,358
3ig5A03,CATH20,superfamily,1.10.150.710,1,10,150,710,84
3igfA01,CATH20,superfamily,3.40.50.300,3,40,50,300,260
3igfA02,CATH20,superfamily,2.60.40.790,2,60,40,790,79
3ighX02,CATH20,superfamily,3.20.20.140,3,20,20,140,294
3igmA00,CATH20,superfamily,1.20.5.2050,1,20,5,2050,59
3igqC00,CATH20,superfamily,2.70.170.10,2,70,170,10,201
3ih8A02,CATH20,superfamily,3.30.750.24,3,30,750,24,147
3ihgA02,CATH20,superfamily,3.30.9.10,3,30,9,10,145
3ihjA03,CATH20,superfamily,3.40.640.10,3,40,640,10,246
3ihkA00,CATH20,superfamily,3.40.50.10240,3,40,50,10240,218
3ihmA01,CATH20,superfamily,3.50.50.60,3,50,50,60,215
3ihpA01,CATH20,superfamily,3.30.40.10,3,30,40,10,116
