id,dataset,label_type,sccs,class,fold,superfamily,family,length
d3cmia_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,161
d3l4na_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,113
d2m80a_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,109
d4zbda1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,89
d4f0ba1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,96
d3hd5a1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,181
d4wbja_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,157
d4mf5a1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,103
d4i2ua1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,104
d3or5a_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,145
d3gl3a1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,139
d3keba_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,175
d3hcza1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,145
d3gnja1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,108
d4hi7a1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,85
d5zf2a_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,103
d3c7ma_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,195
d2wcia_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,113
d2wb9a1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,83
d2vima_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,104
d3msza1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,85
d6wegc1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,76
d6zmua_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,107
d2ywia_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,190
d3hdca1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,147
d3kcma1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,138
d6kila1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,110
d6bkva1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,105
d3wgea1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,107
d6hn3a1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,166
d4in0a_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,141
d4ef0a1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,114
d3q18a1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,99
d2pn8a1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,186
d3ph9a_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,133
d1w4va1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,107
d1u6ta1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,113
d2c3na1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,78
d2wz9a_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,120
d3idva1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,117
d3h8qa1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,106
d3kija_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,171
d3wgda1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,109
d1x5ca1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,108
d2dj0a1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,124
d1x5ea1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,113
d6dxna1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,189
d4jrra1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,184
d3hz4a_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,120
d2cz2a1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,84
d2dc5a1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,84
d3apsa_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,114
d2lqoa1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,84
d5epfa1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,153
d4hoja1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,77
d3dvwa_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,191
d2l5oa1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,142
d5j9ca1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,166
d5d9wa1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,85
d3cxga1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,113
d4kjfa_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,106
d4o32a1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,88
d4evma_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,138
d5nyka_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,118
d2e7pd_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,101
d3d22a1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,116
d2m72a1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,145
d4zl8a_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,187
d3m8na1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,79
d5y4ta1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,113
d3l9va_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,182
d4kh7a1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,79
d3ir4a1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,75
d3vfia_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,104
d5zfga1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,86
d4ruva_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,106
d5um7a_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,140
d3fz4a1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,117
d3tcoa_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,106
d3drna_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,152
d2e0qa_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,104
d4g2ea1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,155
d4mjea_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,99
d3rhba_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,100
d7bzkb_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,102
d6g62a1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,112
d6lywa_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,121
d6f05a1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,79
d2lsta1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,119
d3h79a_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,115
d2myga1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,95
d2ltka1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,109
d3feua1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,182
d5k2ia1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,153
d6x0ba_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,116
d4hz2a1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,79
d3ixra1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,158
d2rema_,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,190
d4gcia1,SCOPe-ALL,family,c.47.1.0,c,c.47,c.47.1,c.47.1.0,81
d1qmha1,SCOPe-ALL,family,c.47.2.1,c,c.47,c.47.2,c.47.2.1,95
d1l8aa3,SCOPe-ALL,family,c.48.1.1,c,c.48,c.48.1,c.48.1.1,186
d1x7yb2,SCOPe-ALL,family,c.48.1.2,c,c.48,c.48.1,c.48.1.2,138
d1umdb2,SCOPe-ALL,family,c.48.1.2,c,c.48,c.48.1,c.48.1.2,137
d2ozlb2,SCOPe-ALL,family,c.48.1.2,c,c.48,c.48.1,c.48.1.2,138
d2c42a3,SCOPe-ALL,family,c.48.1.3,c,c.48,c.48.1,c.48.1.3,157
d6tj8a3,SCOPe-ALL,family,c.48.1.0,c,c.48,c.48.1,c.48.1.0,136
d4c7va3,SCOPe-ALL,family,c.48.1.0,c,c.48,c.48.1,c.48.1.0,136
d5xvta3,SCOPe-ALL,family,c.48.1.0,c,c.48,c.48.1,c.48.1.0,146
d1a3xa3,SCOPe-ALL,family,c.49.1.1,c,c.49,c.49.1,c.49.1.1,134
d1e0ta3,SCOPe-ALL,family,c.49.1.1,c,c.49,c.49.1,c.49.1.1,117
d2g50a3,SCOPe-ALL,family,c.49.1.1,c,c.49,c.49.1,c.49.1.1,135
d3hqna3,SCOPe-ALL,family,c.49.1.1,c,c.49,c.49.1,c.49.1.1,141
d1vp8a1,SCOPe-ALL,family,c.49.1.2,c,c.49,c.49.1,c.49.1.2,189
d2jdig_,SCOPe-ALL,family,c.49.2.1,c,c.49,c.49.2,c.49.2.1,273
d1fs0g_,SCOPe-ALL,family,c.49.2.1,c,c.49,c.49.2,c.49.2.1,230
d5ik2g_,SCOPe-ALL,family,c.49.2.0,c,c.49,c.49.2,c.49.2.0,285
d6rdps_,SCOPe-ALL,family,c.49.2.0,c,c.49,c.49.2,c.49.2.0,277
d1lama2,SCOPe-ALL,family,c.50.1.1,c,c.50,c.50.1,c.50.1.1,159
d1gyta1,SCOPe-ALL,family,c.50.1.1,c,c.50,c.50.1,c.50.1.1,178
d1yd9a1,SCOPe-ALL,family,c.50.1.2,c,c.50,c.50.1,c.50.1.2,188
d1vhua_,SCOPe-ALL,family,c.50.1.2,c,c.50,c.50.1,c.50.1.2,192
d1njra_,SCOPe-ALL,family,c.50.1.2,c,c.50,c.50.1,c.50.1.2,264
d2fg1a2,SCOPe-ALL,family,c.50.1.2,c,c.50,c.50.1,c.50.1.2,155
d7kr0a_,SCOPe-ALL,family,c.50.1.2,c,c.50,c.50.1,c.50.1.2,169
d7kg8a_,SCOPe-ALL,family,c.50.1.3,c,c.50,c.50.1,c.50.1.3,512
d3ewoa1,SCOPe-ALL,family,c.50.1.0,c,c.50,c.50.1,c.50.1.0,174
d5o2da_,SCOPe-ALL,family,c.50.1.0,c,c.50,c.50.1,c.50.1.0,189
d4d86a1,SCOPe-ALL,family,c.50.1.0,c,c.50,c.50.1,c.50.1.0,184
d3ewra_,SCOPe-ALL,family,c.50.1.0,c,c.50,c.50.1,c.50.1.0,167
d5laua1,SCOPe-ALL,family,c.50.1.0,c,c.50,c.50.1,c.50.1.0,184
d2dx6a_,SCOPe-ALL,family,c.50.1.0,c,c.50,c.50.1,c.50.1.0,158
d1atia1,SCOPe-ALL,family,c.51.1.1,c,c.51,c.51.1,c.51.1.1,111
d1kmma1,SCOPe-ALL,family,c.51.1.1,c,c.51,c.51.1,c.51.1.1,99
d1qe0a1,SCOPe-ALL,family,c.51.1.1,c,c.51,c.51.1,c.51.1.1,95
d1wu7a1,SCOPe-ALL,family,c.51.1.1,c,c.51,c.51.1,c.51.1.1,97
d1h4vb1,SCOPe-ALL,family,c.51.1.1,c,c.51,c.51.1,c.51.1.1,96
d1v95a1,SCOPe-ALL,family,c.51.1.1,c,c.51,c.51.1,c.51.1.1,117
d1hc7a1,SCOPe-ALL,family,c.51.1.1,c,c.51,c.51.1,c.51.1.1,127
d1g5ia1,SCOPe-ALL,family,c.51.1.1,c,c.51,c.51.1,c.51.1.1,117
d2cxha1,SCOPe-ALL,family,c.51.1.2,c,c.51,c.51.1,c.51.1.2,180
d1w94a1,SCOPe-ALL,family,c.51.1.2,c,c.51,c.51.1,c.51.1.2,154
d3uh0a2,SCOPe-ALL,family,c.51.1.0,c,c.51,c.51.1,c.51.1.0,122
d4hwsa2,SCOPe-ALL,family,c.51.1.0,c,c.51,c.51.1,c.51.1.0,110
d4hwta2,SCOPe-ALL,family,c.51.1.0,c,c.51,c.51.1,c.51.1.0,108
d2hqsa2,SCOPe-ALL,family,c.51.2.1,c,c.51,c.51.2,c.51.2.1,139
d7mx5a1,SCOPe-ALL,family,c.51.2.0,c,c.51,c.51.2,c.51.2.0,129
d1uc4b_,SCOPe-ALL,family,c.51.3.1,c,c.51,c.51.3,c.51.3.1,178
d2d0ob1,SCOPe-ALL,family,c.51.3.2,c,c.51,c.51.3,c.51.3.2,108
d1nbwb_,SCOPe-ALL,family,c.51.3.2,c,c.51,c.51.3,c.51.3.2,113
d1k7ka1,SCOPe-ALL,family,c.51.4.1,c,c.51,c.51.4,c.51.4.1,198
d2cara1,SCOPe-ALL,family,c.51.4.1,c,c.51,c.51.4,c.51.4.1,194
d1vp2a_,SCOPe-ALL,family,c.51.4.1,c,c.51,c.51.4,c.51.4.1,189
d1v7ra_,SCOPe-ALL,family,c.51.4.1,c,c.51,c.51.4,c.51.4.1,186
d2amha1,SCOPe-ALL,family,c.51.4.2,c,c.51,c.51.4,c.51.4.2,201
d1ex2a_,SCOPe-ALL,family,c.51.4.2,c,c.51,c.51.4,c.51.4.2,185
d1u14a1,SCOPe-ALL,family,c.51.4.3,c,c.51,c.51.4,c.51.4.3,168
d4oo0a_,SCOPe-ALL,family,c.51.4.0,c,c.51,c.51.4,c.51.4.0,208
d4jhca_,SCOPe-ALL,family,c.51.4.0,c,c.51,c.51.4,c.51.4.0,192
d2a9sa1,SCOPe-ALL,family,c.51.5.1,c,c.51,c.51.5,c.51.5.1,167
d2i9ia1,SCOPe-ALL,family,c.51.6.1,c,c.51,c.51.6,c.51.6.1,221
d2iqia1,SCOPe-ALL,family,c.51.6.2,c,c.51,c.51.6,c.51.6.2,178
d1ckqa_,SCOPe-ALL,family,c.52.1.1,c,c.52,c.52.1,c.52.1.1,261
d1sx5a_,SCOPe-ALL,family,c.52.1.2,c,c.52,c.52.1,c.52.1.2,244
d1bama_,SCOPe-ALL,family,c.52.1.3,c,c.52,c.52.1,c.52.1.3,213
d1dmua_,SCOPe-ALL,family,c.52.1.4,c,c.52,c.52.1,c.52.1.4,299
d1d2ia_,SCOPe-ALL,family,c.52.1.5,c,c.52,c.52.1,c.52.1.5,223
d3pvia_,SCOPe-ALL,family,c.52.1.6,c,c.52,c.52.1,c.52.1.6,156
d1knva_,SCOPe-ALL,family,c.52.1.7,c,c.52,c.52.1,c.52.1.7,290
d1cfra_,SCOPe-ALL,family,c.52.1.7,c,c.52,c.52.1,c.52.1.7,283
d1d02a_,SCOPe-ALL,family,c.52.1.8,c,c.52,c.52.1,c.52.1.8,197
d1ev7a_,SCOPe-ALL,family,c.52.1.9,c,c.52,c.52.1,c.52.1.9,302
d1fiua_,SCOPe-ALL,family,c.52.1.10,c,c.52,c.52.1,c.52.1.10,286
d1dc1a_,SCOPe-ALL,family,c.52.1.11,c,c.52,c.52.1,c.52.1.11,319
d2foka4,SCOPe-ALL,family,c.52.1.12,c,c.52,c.52.1,c.52.1.12,193
d3sm4a_,SCOPe-ALL,family,c.52.1.13,c,c.52,c.52.1,c.52.1.13,225
d1azoa_,SCOPe-ALL,family,c.52.1.14,c,c.52,c.52.1,c.52.1.14,226
d1vsra_,SCOPe-ALL,family,c.52.1.15,c,c.52,c.52.1,c.52.1.15,134
d1t0fa2,SCOPe-ALL,family,c.52.1.16,c,c.52,c.52.1,c.52.1.16,162
d1m0da_,SCOPe-ALL,family,c.52.1.17,c,c.52,c.52.1,c.52.1.17,129
d1gefa_,SCOPe-ALL,family,c.52.1.18,c,c.52,c.52.1,c.52.1.18,120
d1hh1a_,SCOPe-ALL,family,c.52.1.18,c,c.52,c.52.1,c.52.1.18,132
d1ob8a_,SCOPe-ALL,family,c.52.1.18,c,c.52,c.52.1,c.52.1.18,124
d3e40a_,SCOPe-ALL,family,c.52.1.19,c,c.52,c.52.1,c.52.1.19,257
d2a1ia1,SCOPe-ALL,family,c.52.1.20,c,c.52,c.52.1,c.52.1.20,129
d1j24a_,SCOPe-ALL,family,c.52.1.20,c,c.52,c.52.1,c.52.1.20,133
d2bgwa2,SCOPe-ALL,family,c.52.1.20,c,c.52,c.52.1,c.52.1.20,133
d1sdoa_,SCOPe-ALL,family,c.52.1.21,c,c.52,c.52.1,c.52.1.21,203
d1na6a2,SCOPe-ALL,family,c.52.1.22,c,c.52,c.52.1,c.52.1.22,220
d1sa3a_,SCOPe-ALL,family,c.52.1.23,c,c.52,c.52.1,c.52.1.23,262
d1w36b3,SCOPe-ALL,family,c.52.1.24,c,c.52,c.52.1,c.52.1.24,276
d1w36c3,SCOPe-ALL,family,c.52.1.25,c,c.52,c.52.1,c.52.1.25,304
d1xmxa1,SCOPe-ALL,family,c.52.1.26,c,c.52,c.52.1,c.52.1.26,383
d1wdja_,SCOPe-ALL,family,c.52.1.27,c,c.52,c.52.1,c.52.1.27,186
d2fcoa_,SCOPe-ALL,family,c.52.1.28,c,c.52,c.52.1,c.52.1.28,171
d1wtea_,SCOPe-ALL,family,c.52.1.29,c,c.52,c.52.1,c.52.1.29,272
d1y88a2,SCOPe-ALL,family,c.52.1.30,c,c.52,c.52.1,c.52.1.30,118
d1y0ka1,SCOPe-ALL,family,c.52.1.31,c,c.52,c.52.1,c.52.1.31,209
d2inba1,SCOPe-ALL,family,c.52.1.32,c,c.52,c.52.1,c.52.1.32,135
d2ot9a1,SCOPe-ALL,family,c.52.1.33,c,c.52,c.52.1,c.52.1.33,179
d2g3wa1,SCOPe-ALL,family,c.52.1.33,c,c.52,c.52.1,c.52.1.33,179
d5d9aa1,SCOPe-ALL,family,c.52.1.34,c,c.52,c.52.1,c.52.1.34,173
d4m5ra1,SCOPe-ALL,family,c.52.1.34,c,c.52,c.52.1,c.52.1.34,196
d6fs8a1,SCOPe-ALL,family,c.52.1.34,c,c.52,c.52.1,c.52.1.34,192
d4qbla_,SCOPe-ALL,family,c.52.1.35,c,c.52,c.52.1,c.52.1.35,140
d4qboa1,SCOPe-ALL,family,c.52.1.35,c,c.52,c.52.1,c.52.1.35,90
d4qbna_,SCOPe-ALL,family,c.52.1.35,c,c.52,c.52.1,c.52.1.35,93
d4i43b3,SCOPe-ALL,family,c.52.1.36,c,c.52,c.52.1,c.52.1.36,186
d2wcwa_,SCOPe-ALL,family,c.52.1.0,c,c.52,c.52.1,c.52.1.0,126
d3c0ua1,SCOPe-ALL,family,c.52.1.0,c,c.52,c.52.1,c.52.1.0,179
d1r0va1,SCOPe-ALL,family,c.52.2.1,c,c.52,c.52.2,c.52.2.1,78
d1r0va2,SCOPe-ALL,family,c.52.2.1,c,c.52,c.52.2,c.52.2.1,91
d1a79a1,SCOPe-ALL,family,c.52.2.1,c,c.52,c.52.2,c.52.2.1,97
d2gw6a1,SCOPe-ALL,family,c.52.2.1,c,c.52,c.52.2,c.52.2.1,122
d1dzfa1,SCOPe-ALL,family,c.52.3.1,c,c.52,c.52.3,c.52.3.1,139
d2czra1,SCOPe-ALL,family,c.52.4.1,c,c.52,c.52.4,c.52.4.1,218
d2gm5a_,SCOPe-ALL,family,c.53.1.1,c,c.53,c.53.1,c.53.1.1,127
d3bvpa1,SCOPe-ALL,family,c.53.1.0,c,c.53,c.53.1,c.53.1.0,133
d3pkza_,SCOPe-ALL,family,c.53.1.0,c,c.53,c.53.1,c.53.1.0,124
d3guva_,SCOPe-ALL,family,c.53.1.0,c,c.53,c.53.1,c.53.1.0,151
d1g5ca_,SCOPe-ALL,family,c.53.2.1,c,c.53,c.53.2,c.53.2.1,169
d1ekja_,SCOPe-ALL,family,c.53.2.1,c,c.53,c.53.2,c.53.2.1,210
d1ddza2,SCOPe-ALL,family,c.53.2.1,c,c.53,c.53.2,c.53.2.1,239
d3qy1a_,SCOPe-ALL,family,c.53.2.1,c,c.53,c.53.2,c.53.2.1,215
d3teoa_,SCOPe-ALL,family,c.53.2.0,c,c.53,c.53.2,c.53.2.0,202
d3eyxa_,SCOPe-ALL,family,c.53.2.0,c,c.53,c.53.2,c.53.2.0,205
d3ucja_,SCOPe-ALL,family,c.53.2.0,c,c.53,c.53.2,c.53.2.0,222
d1ylka1,SCOPe-ALL,family,c.53.2.0,c,c.53,c.53.2,c.53.2.0,162
d7coia_,SCOPe-ALL,family,c.53.2.0,c,c.53,c.53.2,c.53.2.0,209
d3lasa_,SCOPe-ALL,family,c.53.2.0,c,c.53,c.53.2,c.53.2.0,166
d5swca1,SCOPe-ALL,family,c.53.2.0,c,c.53,c.53.2,c.53.2.0,220
d6y04a_,SCOPe-ALL,family,c.53.2.0,c,c.53,c.53.2,c.53.2.0,182
d6gwua_,SCOPe-ALL,family,c.53.2.0,c,c.53,c.53.2,c.53.2.0,208
d1pdoa_,SCOPe-ALL,family,c.54.1.1,c,c.54,c.54.1,c.54.1.1,129
d2iaca_,SCOPe-ALL,family,c.54.1.1,c,c.54,c.54.1,c.54.1.1,132
d3ct6a1,SCOPe-ALL,family,c.54.1.2,c,c.54,c.54.1,c.54.1.2,123
d3b48a1,SCOPe-ALL,family,c.54.1.2,c,c.54,c.54.1,c.54.1.2,132
d3ipra_,SCOPe-ALL,family,c.54.1.0,c,c.54,c.54.1,c.54.1.0,137
d3mtqa1,SCOPe-ALL,family,c.54.1.0,c,c.54,c.54.1,c.54.1.0,134
d6fmga_,SCOPe-ALL,family,c.54.1.0,c,c.54,c.54.1,c.54.1.0,140
d4tkza_,SCOPe-ALL,family,c.54.1.0,c,c.54,c.54.1,c.54.1.0,130
d5t3ua1,SCOPe-ALL,family,c.54.1.0,c,c.54,c.54.1,c.54.1.0,133
d3lfha_,SCOPe-ALL,family,c.54.1.0,c,c.54,c.54.1,c.54.1.0,129
d2fxua1,SCOPe-ALL,family,c.55.1.1,c,c.55,c.55.1,c.55.1.1,143
d2fxua2,SCOPe-ALL,family,c.55.1.1,c,c.55,c.55.1,c.55.1.1,225
d1k8ka2,SCOPe-ALL,family,c.55.1.1,c,c.55,c.55.1,c.55.1.1,258
d4a2ba1,SCOPe-ALL,family,c.55.1.1,c,c.55,c.55.1,c.55.1.1,193
d4a2ba2,SCOPe-ALL,family,c.55.1.1,c,c.55,c.55.1,c.55.1.1,193
d2zgya1,SCOPe-ALL,family,c.55.1.1,c,c.55,c.55.1,c.55.1.1,157
d2zgya2,SCOPe-ALL,family,c.55.1.1,c,c.55,c.55.1,c.55.1.1,163
d3i33a1,SCOPe-ALL,family,c.55.1.1,c,c.55,c.55.1,c.55.1.1,184
d3i33a2,SCOPe-ALL,family,c.55.1.1,c,c.55,c.55.1,c.55.1.1,195
d1saza1,SCOPe-ALL,family,c.55.1.2,c,c.55,c.55.1,c.55.1.2,172
d1saza2,SCOPe-ALL,family,c.55.1.2,c,c.55,c.55.1,c.55.1.2,203
d3h3no2,SCOPe-ALL,family,c.55.1.4,c,c.55,c.55.1,c.55.1.4,248
d2p3ra3,SCOPe-ALL,family,c.55.1.4,c,c.55,c.55.1,c.55.1.4,252
d1huxa_,SCOPe-ALL,family,c.55.1.5,c,c.55,c.55.1,c.55.1.5,259
d1zbsa1,SCOPe-ALL,family,c.55.1.5,c,c.55,c.55.1,c.55.1.5,176
d1zbsa2,SCOPe-ALL,family,c.55.1.5,c,c.55,c.55.1,c.55.1.5,107
d2ch5a1,SCOPe-ALL,family,c.55.1.5,c,c.55,c.55.1,c.55.1.5,227
d2ch5a2,SCOPe-ALL,family,c.55.1.5,c,c.55,c.55.1,c.55.1.5,117
d1zc6a2,SCOPe-ALL,family,c.55.1.5,c,c.55,c.55.1,c.55.1.5,171
d1zc6a1,SCOPe-ALL,family,c.55.1.5,c,c.55,c.55.1,c.55.1.5,114
d2d0oa2,SCOPe-ALL,family,c.55.1.6,c,c.55,c.55.1,c.55.1.6,242
d2d0oa3,SCOPe-ALL,family,c.55.1.6,c,c.55,c.55.1,c.55.1.6,203
d1q18a2,SCOPe-ALL,family,c.55.1.7,c,c.55,c.55.1,c.55.1.7,210
d1q18a1,SCOPe-ALL,family,c.55.1.7,c,c.55,c.55.1,c.55.1.7,110
d1t6ca1,SCOPe-ALL,family,c.55.1.8,c,c.55,c.55.1,c.55.1.8,126
d1t6ca2,SCOPe-ALL,family,c.55.1.8,c,c.55,c.55.1,c.55.1.8,180
d1u6za2,SCOPe-ALL,family,c.55.1.8,c,c.55,c.55.1,c.55.1.8,124
d1u6za3,SCOPe-ALL,family,c.55.1.8,c,c.55,c.55.1,c.55.1.8,177
d2a6aa1,SCOPe-ALL,family,c.55.1.9,c,c.55,c.55.1,c.55.1.9,103
d2a6aa2,SCOPe-ALL,family,c.55.1.9,c,c.55,c.55.1,c.55.1.9,90
d2gupa1,SCOPe-ALL,family,c.55.1.10,c,c.55,c.55.1,c.55.1.10,114
d2gupa2,SCOPe-ALL,family,c.55.1.10,c,c.55,c.55.1,c.55.1.10,175
d1woqa1,SCOPe-ALL,family,c.55.1.10,c,c.55,c.55.1,c.55.1.10,129
d1woqa2,SCOPe-ALL,family,c.55.1.10,c,c.55,c.55.1,c.55.1.10,124
d3bp8a2,SCOPe-ALL,family,c.55.1.10,c,c.55,c.55.1,c.55.1.10,129
d2hoea2,SCOPe-ALL,family,c.55.1.10,c,c.55,c.55.1,c.55.1.10,169
d2hoea3,SCOPe-ALL,family,c.55.1.10,c,c.55,c.55.1,c.55.1.10,128
d2aa4a1,SCOPe-ALL,family,c.55.1.10,c,c.55,c.55.1,c.55.1.10,119
d2aa4a2,SCOPe-ALL,family,c.55.1.10,c,c.55,c.55.1,c.55.1.10,170
d3epqa1,SCOPe-ALL,family,c.55.1.10,c,c.55,c.55.1,c.55.1.10,118
d3epqa2,SCOPe-ALL,family,c.55.1.10,c,c.55,c.55.1,c.55.1.10,175
