id,dataset,label_type,family,length
d2hwja1,SCOPe-5K,family,2hwj,201
d6v8ma_,SCOPe-5K,family,6v8m,152
d1cx4a2,SCOPe-5K,family,1cx4,147
d2ecsa_,SCOPe-5K,family,2ecs,60
d1zzma1,SCOPe-5K,family,1zzm,259
d6tpua1,SCOPe-5K,family,6tpu,93
d1slua_,SCOPe-5K,family,1slu,133
d1xgka_,SCOPe-5K,family,1xgk,350
d2xysa_,SCOPe-5K,family,2xys,205
d2zxda1,SCOPe-5K,family,2zxd,350
d2zxda2,SCOPe-5K,family,2zxd,91
d3gwya1,SCOPe-5K,family,3gwy,128
d3uama_,SCOPe-5K,family,3uam,198
d1kdka_,SCOPe-5K,family,1kdk,177
d2cx7a_,SCOPe-5K,family,2cx7,129
d3fxka2,SCOPe-5K,family,3fxk,72
d3fxka1,SCOPe-5K,family,3fxk,295
d2wtkc1,SCOPe-5K,family,2wtk,264
d4pcaa1,SCOPe-5K,family,4pca,218
d1zupa1,SCOPe-5K,family,1zup,301
d3hgma_,SCOPe-5K,family,3hgm,147
d1ej2a_,SCOPe-5K,family,1ej2,167
d5ktna1,SCOPe-5K,family,5ktn,300
d1gpra_,SCOPe-5K,family,1gpr,158
d5buwa_,SCOPe-5K,family,5buw,144
d6qe0a1,SCOPe-5K,family,6qe0,280
d5vcca_,SCOPe-5K,family,5vcc,468
d2ltka1,SCOPe-5K,family,2ltk,109
d1a17a_,SCOPe-5K,family,1a17,159
d4c2va_,SCOPe-5K,family,4c2v,271
d1edta_,SCOPe-5K,family,1edt,265
d2q78a1,SCOPe-5K,family,2q78,130
d3puca1,SCOPe-5K,family,3puc,97
d4bnda1,SCOPe-5K,family,4bnd,251
d2aega1,SCOPe-5K,family,2aeg,243
d1x2ma1,SCOPe-5K,family,1x2m,51
d3bqpa_,SCOPe-5K,family,3bqp,80
d2ci0a_,SCOPe-5K,family,2ci0,447
d1l5xa1,SCOPe-5K,family,1l5x,267
d1t3ka_,SCOPe-5K,family,1t3k,132
d6w9ta_,SCOPe-5K,family,6w9t,195
d1k8wa5,SCOPe-5K,family,1k8w,241
d1k8wa3,SCOPe-5K,family,1k8w,62
d1wpia1,SCOPe-5K,family,1wpi,133
d1yc61_,SCOPe-5K,family,1yc6,154
d1nrea_,SCOPe-5K,family,1nre,81
d6ovba2,SCOPe-5K,family,6ovb,198
d5aiea1,SCOPe-5K,family,5aie,53
d1lvaa3,SCOPe-5K,family,1lva,64
d1lvaa4,SCOPe-5K,family,1lva,60
d1vzya1,SCOPe-5K,family,1vzy,233
d2h92a_,SCOPe-5K,family,2h92,216
d2khla_,SCOPe-5K,family,2khl,93
d3r23a1,SCOPe-5K,family,3r23,210
d3r23a2,SCOPe-5K,family,3r23,93
d1wita_,SCOPe-5K,family,1wit,93
d3f1la_,SCOPe-5K,family,3f1l,245
d3bila_,SCOPe-5K,family,3bil,269
d2fpoa1,SCOPe-5K,family,2fpo,183
d3uksa_,SCOPe-5K,family,3uks,324
d3r1pa_,SCOPe-5K,family,3r1p,119
d3lqca_,SCOPe-5K,family,3lqc,151
d1tkea2,SCOPe-5K,family,1tke,162
d1tkea1,SCOPe-5K,family,1tke,62
d2hdoa1,SCOPe-5K,family,2hdo,207
d5coya_,SCOPe-5K,family,5coy,65
d1enwa_,SCOPe-5K,family,1enw,114
d5otna_,SCOPe-5K,family,5otn,156
d3qu5a_,SCOPe-5K,family,3qu5,221
d5z48a1,SCOPe-5K,family,5z48,210
d1j5ua1,SCOPe-5K,family,1j5u,124
d2kyra_,SCOPe-5K,family,2kyr,108
d4powa_,SCOPe-5K,family,4pow,254
d3kd6a1,SCOPe-5K,family,3kd6,299
d5ncsa1,SCOPe-5K,family,5ncs,370
d1tuva_,SCOPe-5K,family,1tuv,103
d4z0ya_,SCOPe-5K,family,4z0y,347
d1hwxa4,SCOPe-5K,family,1hwx,293
d1hwxa3,SCOPe-5K,family,1hwx,208
d5itqa1,SCOPe-5K,family,5itq,130
d5itqa2,SCOPe-5K,family,5itq,115
d4o5na1,SCOPe-5K,family,4o5n,315
d6hr4a2,SCOPe-5K,family,6hr4,342
d6hr4a1,SCOPe-5K,family,6hr4,172
d5lxva_,SCOPe-5K,family,5lxv,172
d1yn8a1,SCOPe-5K,family,1yn8,58
d6u6ca_,SCOPe-5K,family,6u6c,260
d2nr8a_,SCOPe-5K,family,2nr8,336
d3gcea_,SCOPe-5K,family,3gce,104
d1yula_,SCOPe-5K,family,1yul,210
d1sxea1,SCOPe-5K,family,1sxe,94
d2pjsa1,SCOPe-5K,family,2pjs,111
d4euka_,SCOPe-5K,family,4euk,147
d1mg7a2,SCOPe-5K,family,1mg7,193
d1mg7a1,SCOPe-5K,family,1mg7,174
d1y5ea1,SCOPe-5K,family,1y5e,155
d3c8ca1,SCOPe-5K,family,3c8c,238
d4djma2,SCOPe-5K,family,4djm,61
d2o8ra4,SCOPe-5K,family,2o8r,186
d2o8ra2,SCOPe-5K,family,2o8r,205
d2o8ra3,SCOPe-5K,family,2o8r,188
d2o8ra1,SCOPe-5K,family,2o8r,109
d2rjna_,SCOPe-5K,family,2rjn,135
d1v32a1,SCOPe-5K,family,1v32,88
d3d03a_,SCOPe-5K,family,3d03,274
d1wfna1,SCOPe-5K,family,1wfn,106
d1i3za_,SCOPe-5K,family,1i3z,103
d2fbqa1,SCOPe-5K,family,2fbq,79
d2fbqa2,SCOPe-5K,family,2fbq,134
d3kjxa2,SCOPe-5K,family,3kjx,275
d1vjva_,SCOPe-5K,family,1vjv,397
d1q15a1,SCOPe-5K,family,1q15,296
d1q15a2,SCOPe-5K,family,1q15,204
d4g3qa1,SCOPe-5K,family,4g3q,258
d4g3qa2,SCOPe-5K,family,4g3q,217
d3zdmc_,SCOPe-5K,family,3zdm,79
d2g3wa1,SCOPe-5K,family,2g3w,179
d1r8ja2,SCOPe-5K,family,1r8j,134
d4tm5a_,SCOPe-5K,family,4tm5,296
d1lu4a_,SCOPe-5K,family,1lu4,134
d3aama_,SCOPe-5K,family,3aam,269
d4z0ta_,SCOPe-5K,family,4z0t,244
d3coka1,SCOPe-5K,family,3cok,265
d4p1ea_,SCOPe-5K,family,4p1e,298
d1z6na1,SCOPe-5K,family,1z6n,166
d1ej0a_,SCOPe-5K,family,1ej0,180
d4aiha_,SCOPe-5K,family,4aih,142
d2zxya_,SCOPe-5K,family,2zxy,86
d2cuia1,SCOPe-5K,family,2cui,99
d1moja_,SCOPe-5K,family,1moj,180
d3eoja_,SCOPe-5K,family,3eoj,360
d4eqba_,SCOPe-5K,family,4eqb,323
d4i6ra_,SCOPe-5K,family,4i6r,77
d1wjwa1,SCOPe-5K,family,1wjw,99
d1e58a_,SCOPe-5K,family,1e58,247
d1dkga1,SCOPe-5K,family,1dkg,59
d2moua_,SCOPe-5K,family,2mou,220
d2r0ba_,SCOPe-5K,family,2r0b,151
d3b48a1,SCOPe-5K,family,3b48,132
d1t6ua_,SCOPe-5K,family,1t6u,117
d2w9ha_,SCOPe-5K,family,2w9h,158
d6uyba_,SCOPe-5K,family,6uyb,225
d1xo8a_,SCOPe-5K,family,1xo8,151
d6srta1,SCOPe-5K,family,6srt,148
d1brta_,SCOPe-5K,family,1brt,277
d1um8a_,SCOPe-5K,family,1um8,364
d1w36b2,SCOPe-5K,family,1w36,395
d1w36c3,SCOPe-5K,family,1w36,304
d1w36d1,SCOPe-5K,family,1w36,359
d1w36b3,SCOPe-5K,family,1w36,276
d1w36c1,SCOPe-5K,family,1w36,347
d1w36d2,SCOPe-5K,family,1w36,246
d1w36c2,SCOPe-5K,family,1w36,470
d1w36b1,SCOPe-5K,family,1w36,485
d1gy0a_,SCOPe-5K,family,1gy0,223
d1o69a_,SCOPe-5K,family,1o69,374
d2ieea_,SCOPe-5K,family,2iee,251
d1azoa_,SCOPe-5K,family,1azo,226
d2eena_,SCOPe-5K,family,2een,177
d5y4ta1,SCOPe-5K,family,5y4t,113
d1v64a1,SCOPe-5K,family,1v64,95
d3zsja_,SCOPe-5K,family,3zsj,138
d2jrta1,SCOPe-5K,family,2jrt,92
d6qu6a_,SCOPe-5K,family,6qu6,189
d5li7a_,SCOPe-5K,family,5li7,406
d6n1na1,SCOPe-5K,family,6n1n,247
d6wjya_,SCOPe-5K,family,6wjy,392
d3dgba1,SCOPe-5K,family,3dgb,129
d3dgba2,SCOPe-5K,family,3dgb,242
d6fiya1,SCOPe-5K,family,6fiy,298
d1e5ra_,SCOPe-5K,family,1e5r,290
d6bvca_,SCOPe-5K,family,6bvc,154
d2ek1a1,SCOPe-5K,family,2ek1,75
d2apoa2,SCOPe-5K,family,2apo,230
d2apob_,SCOPe-5K,family,2apo,55
d2apoa1,SCOPe-5K,family,2apo,85
d1yb3a1,SCOPe-5K,family,1yb3,166
d5dyma_,SCOPe-5K,family,5dym,97
d2v6ka2,SCOPe-5K,family,2v6k,133
d3k1za1,SCOPe-5K,family,3k1z,240
d3oona1,SCOPe-5K,family,3oon,121
d1m1jb1,SCOPe-5K,family,1m1j,265
d1xhsa_,SCOPe-5K,family,1xhs,113
d2p3pa1,SCOPe-5K,family,2p3p,197
d2ebna_,SCOPe-5K,family,2ebn,285
d1c3ca_,SCOPe-5K,family,1c3c,429
d3evfa_,SCOPe-5K,family,3evf,261
d1vkka_,SCOPe-5K,family,1vkk,137
d1oisa_,SCOPe-5K,family,1ois,223
d1hxva_,SCOPe-5K,family,1hxv,85
d1pz4a1,SCOPe-5K,family,1pz4,110
d2hd9a1,SCOPe-5K,family,2hd9,145
d1ogqa_,SCOPe-5K,family,1ogq,313
d4e5ya_,SCOPe-5K,family,4e5y,315
d1jofa_,SCOPe-5K,family,1jof,365
d1wrva_,SCOPe-5K,family,1wrv,305
d3fw2a1,SCOPe-5K,family,3fw2,147
d1hx2a_,SCOPe-5K,family,1hx2,60
d2alca_,SCOPe-5K,family,2alc,65
d2cboa_,SCOPe-5K,family,2cbo,115
d2p39a_,SCOPe-5K,family,2p39,142
d1z02a2,SCOPe-5K,family,1z02,279
d1z02a1,SCOPe-5K,family,1z02,148
d3ma2b_,SCOPe-5K,family,3ma2,124
d3ie7a1,SCOPe-5K,family,3ie7,307
d2pofa1,SCOPe-5K,family,2pof,220
d1vqra1,SCOPe-5K,family,1vqr,285
d1iv0a_,SCOPe-5K,family,1iv0,98
d1zuya_,SCOPe-5K,family,1zuy,58
d7aqba_,SCOPe-5K,family,7aqb,308
d1xg0a_,SCOPe-5K,family,1xg0,76
d1xg0c_,SCOPe-5K,family,1xg0,175
d1ci9a_,SCOPe-5K,family,1ci9,377
d3besl_,SCOPe-5K,family,3bes,133
d1jo8a_,SCOPe-5K,family,1jo8,58
d1pn1a_,SCOPe-5K,family,1pn1,176
d6y0ha_,SCOPe-5K,family,6y0h,189
d1nu0a_,SCOPe-5K,family,1nu0,138
d2q4ea2,SCOPe-5K,family,2q4e,171
d2q4ea1,SCOPe-5K,family,2q4e,185
d3lhla_,SCOPe-5K,family,3lhl,276
d3m62b_,SCOPe-5K,family,3m62,72
d2joda1,SCOPe-5K,family,2jod,101
d6edma1,SCOPe-5K,family,6edm,250
d2hjva_,SCOPe-5K,family,2hjv,158
d2rrka1,SCOPe-5K,family,2rrk,135
d6tcdd1,SCOPe-5K,family,6tcd,131
d3gmza_,SCOPe-5K,family,3gmz,315
d7bwfb1,SCOPe-5K,family,7bwf,83
d5ll1a2,SCOPe-5K,family,5ll1,152
d5toqa1,SCOPe-5K,family,5toq,413
d4d7sa_,SCOPe-5K,family,4d7s,197
d3tkta_,SCOPe-5K,family,3tkt,427
d5yc6u_,SCOPe-5K,family,5yc6,246
d4ij5a_,SCOPe-5K,family,4ij5,211
d3ag7a1,SCOPe-5K,family,3ag7,100
d4iuya_,SCOPe-5K,family,4iuy,253
d2v3ua_,SCOPe-5K,family,2v3u,261
d5f5ta_,SCOPe-5K,family,5f5t,215
d4gwba_,SCOPe-5K,family,4gwb,164
d1sv0c1,SCOPe-5K,family,1sv0,80
d1of9a_,SCOPe-5K,family,1of9,77
d4n5ua1,SCOPe-5K,family,4n5u,104
d2y43a_,SCOPe-5K,family,2y43,89
d4crwb_,SCOPe-5K,family,4crw,158
d4hi7a1,SCOPe-5K,family,4hi7,85
d4hi7a2,SCOPe-5K,family,4hi7,134
d4es1a1,SCOPe-5K,family,4es1,87
d7k3ta_,SCOPe-5K,family,7k3t,306
d2f42a1,SCOPe-5K,family,2f42,78
d2f42a2,SCOPe-5K,family,2f42,78
d1q79a3,SCOPe-5K,family,1q79,134
d1zk8a2,SCOPe-5K,family,1zk8,105
d1zk8a1,SCOPe-5K,family,1zk8,72
d2c0ka_,SCOPe-5K,family,2c0k,150
d4lera_,SCOPe-5K,family,4ler,457
d1qwya_,SCOPe-5K,family,1qwy,270
d6q00a_,SCOPe-5K,family,6q00,76
d2riha_,SCOPe-5K,family,2rih,131
d2gkpa1,SCOPe-5K,family,2gkp,164
d7bvgp_,SCOPe-5K,family,7bvg,93
d4lhpa_,SCOPe-5K,family,4lhp,131
d4noga_,SCOPe-5K,family,4nog,422
d1ofcx2,SCOPe-5K,family,1ofc,128
d1ofcx1,SCOPe-5K,family,1ofc,52
d1ofcx3,SCOPe-5K,family,1ofc,102
d1lfba_,SCOPe-5K,family,1lfb,78
d2eufa2,SCOPe-5K,family,2euf,106
d2eufa1,SCOPe-5K,family,2euf,141
d4rega_,SCOPe-5K,family,4reg,335
d1yj8a2,SCOPe-5K,family,1yj8,157
d1v5ua1,SCOPe-5K,family,1v5u,104
d1xjua1,SCOPe-5K,family,1xju,157
d2gfqa1,SCOPe-5K,family,2gfq,286
d3v7ia1,SCOPe-5K,family,3v7i,150
d2fdva_,SCOPe-5K,family,2fdv,465
d3gl3a1,SCOPe-5K,family,3gl3,139
d2pr9a1,SCOPe-5K,family,2pr9,277
d5wcea3,SCOPe-5K,family,5wce,122
d5wcea2,SCOPe-5K,family,5wce,132
d4i0na_,SCOPe-5K,family,4i0n,278
d1ko7a2,SCOPe-5K,family,1ko7,169
d1ko7a1,SCOPe-5K,family,1ko7,129
d3ue2a1,SCOPe-5K,family,3ue2,117
d2egea1,SCOPe-5K,family,2ege,68
d1zcea1,SCOPe-5K,family,1zce,146
d2ze0a2,SCOPe-5K,family,2ze0,80
d2fh1a2,SCOPe-5K,family,2fh1,96
d2fh1a1,SCOPe-5K,family,2fh1,121
d2fh1a3,SCOPe-5K,family,2fh1,113
d1uaia_,SCOPe-5K,family,1uai,223
d1ytqa2,SCOPe-5K,family,1ytq,92
d1ytqa1,SCOPe-5K,family,1ytq,89
d6gbda1,SCOPe-5K,family,6gbd,114
d2i2wa_,SCOPe-5K,family,2i2w,192
d1omoa_,SCOPe-5K,family,1omo,320
d1fx2a_,SCOPe-5K,family,1fx2,235
d6nqia_,SCOPe-5K,family,6nqi,209
d2jo6a1,SCOPe-5K,family,2jo6,108
d2ag5a1,SCOPe-5K,family,2ag5,245
d3nhma_,SCOPe-5K,family,3nhm,120
d6q27a2,SCOPe-5K,family,6q27,163
d6q27a1,SCOPe-5K,family,6q27,122
d2oqma1,SCOPe-5K,family,2oqm,171
d1cd9b1,SCOPe-5K,family,1cd9,107
d1cd9b2,SCOPe-5K,family,1cd9,106
d4cbug_,SCOPe-5K,family,4cbu,125
d1wyxa_,SCOPe-5K,family,1wyx,68
d3c7xa_,SCOPe-5K,family,3c7x,196
d1atia1,SCOPe-5K,family,1ati,111
d1atia2,SCOPe-5K,family,1ati,394
d4eiea_,SCOPe-5K,family,4eie,82
d2ozna1,SCOPe-5K,family,2ozn,133
d1ow5a_,SCOPe-5K,family,1ow5,60
d3dplr_,SCOPe-5K,family,3dpl,90
d1cjca2,SCOPe-5K,family,1cjc,231
d2oyoa1,SCOPe-5K,family,2oyo,186
d5kb6a_,SCOPe-5K,family,5kb6,343
d1sgwa1,SCOPe-5K,family,1sgw,199
d3ddja2,SCOPe-5K,family,3ddj,135
d3ddja1,SCOPe-5K,family,3ddj,141
d1ru4a_,SCOPe-5K,family,1ru4,400
d2jdca1,SCOPe-5K,family,2jdc,145
d1a8ra_,SCOPe-5K,family,1a8r,221
d2edma1,SCOPe-5K,family,2edm,161
d4affa1,SCOPe-5K,family,4aff,112
d1m12a1,SCOPe-5K,family,1m12,80
d3ok8a_,SCOPe-5K,family,3ok8,219
d2z3qa1,SCOPe-5K,family,2z3q,114
d2z3qb1,SCOPe-5K,family,2z3q,78
d4ipca1,SCOPe-5K,family,4ipc,120
d1deua_,SCOPe-5K,family,1deu,275
d3mi01_,SCOPe-5K,family,3mi0,227
d3mi02_,SCOPe-5K,family,3mi0,223
d3hhya_,SCOPe-5K,family,3hhy,256
d5a0yb1,SCOPe-5K,family,5a0y,187
d5a0ya2,SCOPe-5K,family,5a0y,281
d5a0ya1,SCOPe-5K,family,5a0y,268
d1g73a_,SCOPe-5K,family,1g73,157
d4al4a2,SCOPe-5K,family,4al4,172
d4al4c1,SCOPe-5K,family,4al4,159
d2kvaa1,SCOPe-5K,family,2kva,142
d3edna2,SCOPe-5K,family,3edn,168
d3edna1,SCOPe-5K,family,3edn,131
d2a9ua1,SCOPe-5K,family,2a9u,134
d1rx0a1,SCOPe-5K,family,1rx0,153
d1rx0a2,SCOPe-5K,family,1rx0,231
d1f2qa2,SCOPe-5K,family,1f2q,89
d1f2qa1,SCOPe-5K,family,1f2q,82
d3kwda_,SCOPe-5K,family,3kwd,166
d4dywa_,SCOPe-5K,family,4dyw,129
d1xeoa_,SCOPe-5K,family,1xeo,165
d1idpa_,SCOPe-5K,family,1idp,147
d1fltx_,SCOPe-5K,family,1flt,95
d4aana2,SCOPe-5K,family,4aan,158
d4aana1,SCOPe-5K,family,4aan,165
d5bt3a_,SCOPe-5K,family,5bt3,114
d1qhla_,SCOPe-5K,family,1qhl,222
d1b0ba_,SCOPe-5K,family,1b0b,142
d1wwca_,SCOPe-5K,family,1wwc,105
d1u3oa_,SCOPe-5K,family,1u3o,67
d4arua_,SCOPe-5K,family,4aru,410
d4fvda_,SCOPe-5K,family,4fvd,138
d1t35a_,SCOPe-5K,family,1t35,179
d1ojha_,SCOPe-5K,family,1ojh,52
d3ctua1,SCOPe-5K,family,3ctu,143
d6qrna_,SCOPe-5K,family,6qrn,140
d1xm3a_,SCOPe-5K,family,1xm3,251
d2a1va1,SCOPe-5K,family,2a1v,131
d4yv7a_,SCOPe-5K,family,4yv7,288
d3bl2a_,SCOPe-5K,family,3bl2,131
d5f4ca_,SCOPe-5K,family,5f4c,90
d3ge5a_,SCOPe-5K,family,3ge5,176
d5zzra_,SCOPe-5K,family,5zzr,356
d1g7sa3,SCOPe-5K,family,1g7s,131
d1g7sa2,SCOPe-5K,family,1g7s,128
d1g7sa4,SCOPe-5K,family,1g7s,227
d1g7sa1,SCOPe-5K,family,1g7s,101
d4e38a1,SCOPe-5K,family,4e38,209
d4tn5a_,SCOPe-5K,family,4tn5,113
d7nbia_,SCOPe-5K,family,7nbi,131
d1zlpa_,SCOPe-5K,family,1zlp,284
d1q18a1,SCOPe-5K,family,1q18,110
d1q18a2,SCOPe-5K,family,1q18,210
d1pmia_,SCOPe-5K,family,1pmi,440
d1ikpa1,SCOPe-5K,family,1ikp,250
d1ikpa2,SCOPe-5K,family,1ikp,212
d1ikpa3,SCOPe-5K,family,1ikp,143
d5do8a2,SCOPe-5K,family,5do8,76
d2vp4a_,SCOPe-5K,family,2vp4,198
d2a9da2,SCOPe-5K,family,2a9d,249
d2a9da1,SCOPe-5K,family,2a9d,123
d1psya_,SCOPe-5K,family,1psy,125
d3jtxa1,SCOPe-5K,family,3jtx,395
d3bwta_,SCOPe-5K,family,3bwt,333
d1orja1,SCOPe-5K,family,1orj,123
d1wu4a1,SCOPe-5K,family,1wu4,376
d5j4ia_,SCOPe-5K,family,5j4i,437
d2okqa1,SCOPe-5K,family,2okq,117
d1eg3a2,SCOPe-5K,family,1eg3,97
d1eg3a1,SCOPe-5K,family,1eg3,125
d2f6ia1,SCOPe-5K,family,2f6i,188
d3dkra_,SCOPe-5K,family,3dkr,241
d4ejoa1,SCOPe-5K,family,4ejo,111
d2ofka_,SCOPe-5K,family,2ofk,182
d3bvfa1,SCOPe-5K,family,3bvf,166
d4uz3a2,SCOPe-5K,family,4uz3,52
d1q67a_,SCOPe-5K,family,1q67,207
d2fswa1,SCOPe-5K,family,2fsw,102
d2j1ra_,SCOPe-5K,family,2j1r,142
d1k7ja_,SCOPe-5K,family,1k7j,206
d1e0ba_,SCOPe-5K,family,1e0b,61
d2hgsa4,SCOPe-5K,family,2hgs,371
d1u5ta2,SCOPe-5K,family,1u5t,68
d1u5ta1,SCOPe-5K,family,1u5t,145
d1u5tb1,SCOPe-5K,family,1u5t,94
d1u5tb2,SCOPe-5K,family,1u5t,75
d1dlpa2,SCOPe-5K,family,1dlp,120
d3ic4a1,SCOPe-5K,family,3ic4,82
d2csva1,SCOPe-5K,family,2csv,59
d2g3ba1,SCOPe-5K,family,2g3b,72
d2g3ba2,SCOPe-5K,family,2g3b,116
d3bnja_,SCOPe-5K,family,3bnj,471
d1tocr1,SCOPe-5K,family,1toc,57
d1tocr2,SCOPe-5K,family,1toc,63
d3c7ma_,SCOPe-5K,family,3c7m,195
d2csha1,SCOPe-5K,family,2csh,53
d2fq3a1,SCOPe-5K,family,2fq3,85
d1ryqa1,SCOPe-5K,family,1ryq,59
d2obpa1,SCOPe-5K,family,2obp,81
d3pwfa1,SCOPe-5K,family,3pwf,133
d6wu7a_,SCOPe-5K,family,6wu7,181
d2ciaa1,SCOPe-5K,family,2cia,97
d4gvxa_,SCOPe-5K,family,4gvx,258
d3jw4a_,SCOPe-5K,family,3jw4,137
d4wqna_,SCOPe-5K,family,4wqn,151
d1knza_,SCOPe-5K,family,1knz,157
d1xcra1,SCOPe-5K,family,1xcr,313
d3tzla_,SCOPe-5K,family,3tzl,319
d2ddra1,SCOPe-5K,family,2ddr,299
d1oo0a_,SCOPe-5K,family,1oo0,144
d1oo0b_,SCOPe-5K,family,1oo0,92
d2fkba1,SCOPe-5K,family,2fkb,161
d5yfka_,SCOPe-5K,family,5yfk,217
d1oa8a_,SCOPe-5K,family,1oa8,128
d2h30a_,SCOPe-5K,family,2h30,151
d1eb6a_,SCOPe-5K,family,1eb6,177
d4gq4a2,SCOPe-5K,family,4gq4,269
d4gq4a1,SCOPe-5K,family,4gq4,209
d1gtta1,SCOPe-5K,family,1gtt,213
d1gtta2,SCOPe-5K,family,1gtt,216
d1zk5a_,SCOPe-5K,family,1zk5,175
d5mlka3,SCOPe-5K,family,5mlk,126
d6evsa_,SCOPe-5K,family,6evs,137
d6aufb_,SCOPe-5K,family,6auf,273
d3gdla_,SCOPe-5K,family,3gdl,257
d5ng0a_,SCOPe-5K,family,5ng0,295
d3iu1a2,SCOPe-5K,family,3iu1,201
d3iu1a1,SCOPe-5K,family,3iu1,181
d1mfal1,SCOPe-5K,family,1mfa,111
d1vpba_,SCOPe-5K,family,1vpb,439
d7csva_,SCOPe-5K,family,7csv,98
d2a7wa1,SCOPe-5K,family,2a7w,91
d3t4na_,SCOPe-5K,family,3t4n,166
d1a7ta_,SCOPe-5K,family,1a7t,227
d3b77a1,SCOPe-5K,family,3b77,190
d3e61a1,SCOPe-5K,family,3e61,260
d2j9ua_,SCOPe-5K,family,2j9u,94
d2hyec3,SCOPe-5K,family,2hye,273
d2pg9a1,SCOPe-5K,family,2pg9,194
d2pg9a2,SCOPe-5K,family,2pg9,135
d2q4qa2,SCOPe-5K,family,2q4q,121
d2i15a1,SCOPe-5K,family,2i15,129
d4hdea1,SCOPe-5K,family,4hde,167
d5u3aa1,SCOPe-5K,family,5u3a,403
d5u3aa2,SCOPe-5K,family,5u3a,93
d4bgca1,SCOPe-5K,family,4bgc,101
d1wlja_,SCOPe-5K,family,1wlj,173
d5eq7a_,SCOPe-5K,family,5eq7,265
d5ycqa_,SCOPe-5K,family,5ycq,95
d1qfta_,SCOPe-5K,family,1qft,175
d1kn6a_,SCOPe-5K,family,1kn6,73
d2pd2a_,SCOPe-5K,family,2pd2,108
d4kfna2,SCOPe-5K,family,4kfn,326
d4kfna1,SCOPe-5K,family,4kfn,156
d5y5qa_,SCOPe-5K,family,5y5q,148
d6zm8a_,SCOPe-5K,family,6zm8,208
d1s12a_,SCOPe-5K,family,1s12,94
d2k9xa_,SCOPe-5K,family,2k9x,102
d1j3ma_,SCOPe-5K,family,1j3m,127
d2x4ka1,SCOPe-5K,family,2x4k,61
d2jaha_,SCOPe-5K,family,2jah,245
d5uwza_,SCOPe-5K,family,5uwz,219
d2etha1,SCOPe-5K,family,2eth,140
d1vfya1,SCOPe-5K,family,1vfy,62
d5c5ca_,SCOPe-5K,family,5c5c,472
d1h97a_,SCOPe-5K,family,1h97,147
d1t9ha2,SCOPe-5K,family,1t9h,231
d1t9ha1,SCOPe-5K,family,1t9h,67
d4ohna_,SCOPe-5K,family,4ohn,246
d1wgya1,SCOPe-5K,family,1wgy,91
d2cr9a1,SCOPe-5K,family,2cr9,126
d5o2da_,SCOPe-5K,family,5o2d,189
d4x57b_,SCOPe-5K,family,4x57,93
d1elva2,SCOPe-5K,family,1elv,68
d1elva1,SCOPe-5K,family,1elv,259
d5f7va_,SCOPe-5K,family,5f7v,390
d3ju4a2,SCOPe-5K,family,3ju4,150
d1u55a_,SCOPe-5K,family,1u55,188
d2bkfa1,SCOPe-5K,family,2bkf,85
d3gina_,SCOPe-5K,family,3gin,132
d1qs0a_,SCOPe-5K,family,1qs0,407
d4efae2,SCOPe-5K,family,4efa,129
d3tnja_,SCOPe-5K,family,3tnj,146
d3hwua_,SCOPe-5K,family,3hwu,144
d2c6ua_,SCOPe-5K,family,2c6u,122
d3asta_,SCOPe-5K,family,3ast,311
d1zp6a1,SCOPe-5K,family,1zp6,176
d3sfja_,SCOPe-5K,family,3sfj,103
d6p24a_,SCOPe-5K,family,6p24,241
d6p24c1,SCOPe-5K,family,6p24,86
d1vq3a1,SCOPe-5K,family,1vq3,82
d4jv8b_,SCOPe-5K,family,4jv8,149
d4q14a_,SCOPe-5K,family,4q14,118
d1th0a_,SCOPe-5K,family,1th0,226
d4n4pa_,SCOPe-5K,family,4n4p,296
d1zzwa_,SCOPe-5K,family,1zzw,147
d1guua_,SCOPe-5K,family,1guu,50
d5zf2a_,SCOPe-5K,family,5zf2,103
d2doua_,SCOPe-5K,family,2dou,372
d1cb8a3,SCOPe-5K,family,1cb8,264
d1cb8a2,SCOPe-5K,family,1cb8,101
d1cb8a1,SCOPe-5K,family,1cb8,310
d1hq1a_,SCOPe-5K,family,1hq1,104
d1chca_,SCOPe-5K,family,1chc,68
d1i8ta1,SCOPe-5K,family,1i8t,299
d1wk0a1,SCOPe-5K,family,1wk0,124
d2ezia_,SCOPe-5K,family,2ezi,75
d1r8ha_,SCOPe-5K,family,1r8h,87
d2fcoa_,SCOPe-5K,family,2fco,171
d6ygqa1,SCOPe-5K,family,6ygq,120
d2x9va_,SCOPe-5K,family,2x9v,267
d1jxqa1,SCOPe-5K,family,1jxq,277
d2nuja1,SCOPe-5K,family,2nuj,159
d1t3qc2,SCOPe-5K,family,1t3q,176
d1t3qb1,SCOPe-5K,family,1t3q,165
d1t3qc1,SCOPe-5K,family,1t3q,109
d3ck2a1,SCOPe-5K,family,3ck2,173
d3dz1a1,SCOPe-5K,family,3dz1,299
d7nz9a_,SCOPe-5K,family,7nz9,161
d1ibya_,SCOPe-5K,family,1iby,112
d1o63a_,SCOPe-5K,family,1o63,203
d7d59k_,SCOPe-5K,family,7d59,107
d3hjha1,SCOPe-5K,family,3hjh,344
d3hjha2,SCOPe-5K,family,3hjh,102
d3lyea_,SCOPe-5K,family,3lye,293
d5kwra1,SCOPe-5K,family,5kwr,137
d2w11a1,SCOPe-5K,family,2w11,201
